1730103868.901,27.7,40.2,0.0
1730103869.005,5.9,40.2,0.0
1730103869.108,2.9,40.2,0.0
1730103869.210,43.1,40.2,0.0
1730103869.315,0.0,40.2,0.0
1730103869.414,0.0,40.2,0.0
1730103869.516,0.0,40.2,0.0
1730103869.620,0.0,40.2,0.0
1730103869.724,0.0,40.2,0.0
1730103869.828,53.0,40.1,0.0
1730103869.932,13.5,40.1,0.0
1730103870.036,0.0,40.1,0.0
1730103870.140,0.0,40.1,0.0
1730103870.244,0.0,40.1,0.0
1730103870.348,0.0,40.1,0.0
1730103870.452,0.0,40.1,0.0
1730103870.552,0.0,40.1,0.0
1730103870.656,0.0,40.1,0.0
1730103870.760,0.0,40.1,0.0
1730103870.864,14.5,40.1,0.0
1730103870.964,27.1,40.2,0.0
1730103871.067,23.8,40.2,0.0
1730103871.171,25.0,40.2,0.0
1730103871.272,0.0,40.2,0.0
1730103871.376,0.0,40.2,0.0
1730103871.480,0.0,40.2,0.0
1730103871.583,0.0,40.2,0.0
1730103871.684,0.0,40.2,0.0
1730103871.787,0.0,40.2,0.0
1730103871.890,23.3,40.2,0.0
1730103871.993,21.6,40.2,0.0
1730103872.097,22.9,40.2,0.0
1730103872.197,0.0,40.2,0.0
1730103872.299,0.0,40.2,0.0
1730103872.402,0.0,40.2,0.0
1730103872.507,0.0,40.2,0.0
1730103872.610,0.0,40.2,0.0
1730103872.714,0.0,40.2,0.0
1730103872.819,0.0,40.2,0.0
1730103872.920,13.9,40.2,0.0
1730103873.022,11.9,40.2,0.0
1730103873.122,7.0,40.2,0.0
1730103873.222,0.0,40.2,0.0
1730103873.323,0.0,40.2,0.0
1730103873.427,0.0,40.2,0.0
1730103873.531,0.0,40.2,0.0
1730103873.636,0.0,40.2,0.0
1730103873.735,0.0,40.2,0.0
1730103873.839,0.0,40.2,0.0
1730103873.943,8.0,40.2,0.0
1730103874.047,8.7,40.1,0.0
1730103874.148,0.0,40.1,0.0
1730103874.252,0.0,40.1,0.0
1730103874.354,0.0,40.1,0.0
1730103874.456,0.0,40.1,0.0
1730103874.559,0.0,40.1,0.0
1730103874.664,0.0,40.1,0.0
1730103874.768,0.0,40.1,0.0
1730103874.871,0.0,40.1,0.0
1730103874.972,7.6,40.1,0.0
1730103875.077,5.8,40.1,0.0
1730103875.176,1.0,40.1,0.0
1730103875.276,2.9,40.1,0.0
1730103875.379,11.8,40.1,0.0
1730103875.484,5.0,40.1,0.0
1730103875.585,9.8,40.1,0.0
1730103875.684,7.8,40.1,0.0
1730103875.787,9.9,40.1,0.0
1730103875.888,0.0,40.1,0.0
1730103875.992,11.8,40.1,0.0
1730103876.096,12.9,40.1,0.0
1730103876.200,17.1,40.1,0.0
1730103876.301,0.0,40.1,0.0
1730103876.405,0.0,40.1,0.0
1730103876.507,0.0,40.1,0.0
1730103876.610,0.0,40.1,0.0
1730103876.711,0.0,40.1,0.0
1730103876.813,0.0,40.1,0.0
1730103876.916,0.0,40.1,0.0
1730103877.018,37.9,40.2,0.0
1730103877.122,21.0,40.2,0.0
1730103877.226,25.5,40.2,0.0
1730103877.330,40.4,40.3,0.0
1730103877.434,36.0,40.3,0.0
1730103877.538,19.0,40.3,0.0
1730103877.638,14.7,40.3,0.0
1730103877.742,4.9,40.3,0.0
1730103877.846,22.5,40.3,0.0
1730103877.950,0.0,40.3,0.0
1730103878.049,3.5,40.2,0.0
1730103878.154,5.7,40.2,0.0
1730103878.255,21.0,40.2,0.0
1730103878.359,7.6,40.2,0.0
1730103878.463,0.0,40.2,0.0
1730103878.566,0.0,40.2,0.0
1730103878.670,0.0,40.2,0.0
1730103878.775,0.0,40.2,0.0
1730103878.879,0.0,40.2,0.0
1730103878.982,0.0,40.2,0.0
1730103879.085,7.8,40.3,0.0
1730103879.191,16.5,40.3,0.0
1730103879.295,5.8,40.3,0.0
1730103879.399,13.2,40.3,0.0
1730103879.503,7.0,40.3,0.0
1730103879.607,7.7,40.3,0.0
1730103879.709,14.7,40.3,0.0
1730103879.813,0.0,40.3,0.0
1730103879.917,0.0,40.3,0.0
1730103880.020,0.0,40.3,0.0
1730103880.124,10.0,40.3,0.0
1730103880.228,11.0,40.3,0.0
